name,type,district,city,address,phone,website,mapsUrl
BỆNH VIỆN MẮT,public,,,Hẻm 458 Huỳnh Tấn Phát,,,"https://www.google.com/maps/search/?api=1&query=10.7441887,106.7275329"
Bệnh viện Mắt - Da liễu tỉnh Cà Mau,public,,,27 Hải Thượng Lãn Ông,,,"https://www.google.com/maps/search/?api=1&query=9.1728976,105.1601598"
Bệnh viện Mắt - Răng Hàm Mặt Thành phố Cần Thơ,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.038866,105.7861706"
Bệnh viện Mắt - Tai Mũi Họng - Răng Hàm Mặt An Giang,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.3874613,105.4396253"
Bệnh viện Mắt Bà Rịa - Vũng Tàu,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.5073775,107.1774461"
Bệnh viện Mắt Bắc Quảng Trị,public,,,,,,"https://www.google.com/maps/search/?api=1&query=17.4749688,106.605149"
Bệnh viện Mắt Đắk Lắk,public,,,90 Trần Phú,,,"https://www.google.com/maps/search/?api=1&query=12.6853068,108.0418187"
Bệnh viện Mắt Hà Giang,public,,,,,,"https://www.google.com/maps/search/?api=1&query=22.8190284,104.9837518"
Bệnh viện Mắt Hà Nam,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.5446146,105.9362355"
Bệnh viện Mắt Hà Nội (Cơ sở Hà Đông),public,,,2D Phố Nguyễn Viết Xuân,,,"https://www.google.com/maps/search/?api=1&query=20.9716065,105.7730029"
Bệnh viện Mắt Hà Nội (Trụ sở chính),public,,,37 Phố Hai Bà Trưng,,,"https://www.google.com/maps/search/?api=1&query=21.024085,105.8503409"
Bệnh viện Mắt Hà Tĩnh,public,,,,,,"https://www.google.com/maps/search/?api=1&query=18.3404191,105.8864931"
Bệnh viện Mắt Hải Phòng,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.8460344,106.6607809"
Bệnh viện Mắt Huế,public,,,Điềm Phùng Thị,,,"https://www.google.com/maps/search/?api=1&query=16.4731061,107.6041137"
Bệnh viện Mắt Nam Định,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.4497223,106.1817273"
Bệnh viện Mắt Nam Quảng Trị,public,,,309 Hùng Vương,,,"https://www.google.com/maps/search/?api=1&query=16.7950211,107.110313"
Bệnh viện Mắt Nghệ An,public,,,,,,"https://www.google.com/maps/search/?api=1&query=18.7115372,105.6788192"
Bệnh viện Mắt Phú Yên,public,,,,,,"https://www.google.com/maps/search/?api=1&query=13.0922983,109.3025702"
Bệnh viện Mắt Quảng Nam,public,,,,,,"https://www.google.com/maps/search/?api=1&query=15.6006719,108.4810964"
Bệnh Viện Mắt Sài Gòn,private,,,100 Lê Thị Riêng,,,"https://www.google.com/maps/search/?api=1&query=10.7713711,106.6909391"
Bệnh Viện Mắt Sài Gòn Cần Thơ,private,,,717 3 Tháng 2,+84 867010105,,"https://www.google.com/maps/search/?api=1&query=10.0095878,105.7520198"
Bệnh viện mắt Sài Gòn Hà Nội 1,private,,,532 đường Láng,,,"https://www.google.com/maps/search/?api=1&query=21.0115478,105.8104566"
Bệnh viện mắt Tây Nguyên,public,,,309 Ngô Quyền,,http://benhvienmattaynguyen.com.vn,"https://www.google.com/maps/search/?api=1&query=12.6946426,108.0616768"
Bệnh viện Mắt Thái Bình,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.4324169,106.3469496"
Bệnh viện Mắt Thái Nguyên,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.6015817,105.8240667"
Bệnh viện Mắt Thanh Hoá,public,,,,,,"https://www.google.com/maps/search/?api=1&query=19.7721193,105.7684007"
Bệnh viện Mắt Thành phố Hồ Chí Minh,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.7787242,106.6849361"
Bệnh viện Mắt tỉnh Gia Lai,public,,,78 Trần Hưng Đạo,,,"https://www.google.com/maps/search/?api=1&query=13.7736829,109.2402522"
Bệnh viện Mắt tỉnh Ninh Bình,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.2502379,105.9637031"
Bệnh viện Mắt tỉnh Phú Thọ,public,,,10 Đường Nguyễn Du,,,"https://www.google.com/maps/search/?api=1&query=21.3293182,105.3796957"
Bệnh viện Mắt tỉnh Sơn La,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.3511225,103.9111933"
Bệnh Viện Minh Đức,private,,,,,,"https://www.google.com/maps/search/?api=1&query=10.239841,106.3675547"
Bệnh viện Mỹ Tú,unclassified,,,,,,"https://www.google.com/maps/search/?api=1&query=9.634081,105.8114188"
Bệnh viện Ngọc Phú,private,,,,,,"https://www.google.com/maps/search/?api=1&query=10.7394843,106.6691079"
Bệnh viện Nguyễn Tri Phương,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.7551268,106.670238"
Bệnh viện Nhật Tân,private,,,,,,"https://www.google.com/maps/search/?api=1&query=10.70355,105.1259434"
Bệnh viện Nhi đồng Đồng Nai,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.9560457,106.8744746"
Bệnh viện Nhi đồng thành phố Cần Thơ,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.0167449,105.7394947"
Bệnh viện Nhi Hải Dương,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.9019231,106.2917202"
Bệnh viện Nhi Thái Bình,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.4323852,106.351416"
Bệnh viện Nhi Thanh Hoá,public,,,,,,"https://www.google.com/maps/search/?api=1&query=19.7753028,105.7740861"
Bệnh viện Nhi tỉnh Gia Lai,public,,,,,,"https://www.google.com/maps/search/?api=1&query=13.9890986,108.0417604"
Bệnh viện Nội tiết Nghệ An,public,,,11 Mai Hắc Đế,,,"https://www.google.com/maps/search/?api=1&query=18.693395,105.6738102"
Bệnh viện Nội tiết Thanh Hoá,public,,,,,,"https://www.google.com/maps/search/?api=1&query=19.7724899,105.7673693"
Bệnh viện Nội tiết tỉnh Lào Cai,public,,,,,,"https://www.google.com/maps/search/?api=1&query=22.4684527,103.9895904"
Bệnh viện Nội tiết tỉnh Quảng Ngãi,public,,,974 Quang Trung,,,"https://www.google.com/maps/search/?api=1&query=15.1069205,108.8111938"
Bệnh viện Nội tiết tỉnh Sơn La,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.3491646,103.9144227"
Bệnh viện Nội tiết tỉnh Yên Bái,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.7177327,104.8819776"
Bệnh viện Nội tiết Trung ương,public,,,80 Ngõ 82 Yên Lãng,,,"https://www.google.com/maps/search/?api=1&query=21.0123966,105.8150138"
Bệnh viện Phạm Ngọc Thạch,public,,,120 Đường Hồng Bàng,,,"https://www.google.com/maps/search/?api=1&query=10.7572199,106.6650519"
Bệnh viện Phạm Ngọc Thạch Quảng Nam,public,,,,,,"https://www.google.com/maps/search/?api=1&query=15.5983206,108.4792161"
Bệnh viện Phong - Da liễu Trung ương Quy Hòa,public,,,,,,"https://www.google.com/maps/search/?api=1&query=13.7220746,109.2150005"
Bệnh viện Phong - Da liễu Trung ương Quỳnh Lập,public,,,,,,"https://www.google.com/maps/search/?api=1&query=19.2617532,105.7727254"
Bệnh viện Phong - Da liễu Trung ương Quỳnh Lập (cơ sở 2),public,,,,,,"https://www.google.com/maps/search/?api=1&query=19.2613201,105.7151968"
Bệnh viện Phong và Da liễu tỉnh Sơn La,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.3480554,103.9129292"
Bệnh viện Phổi Bắc Giang,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.309805,106.1681552"
Bệnh viện Phổi Bình Thuận,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.9343327,108.0961539"
Bệnh viện Phổi Đà Nẵng,public,,,,,,"https://www.google.com/maps/search/?api=1&query=16.0480325,108.1705537"
Bệnh viện Phổi Đồng Tháp,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.4681022,105.709393"
Bệnh viện Phổi Hà Giang,public,,,,,,"https://www.google.com/maps/search/?api=1&query=22.815071,104.9859785"
Bệnh viện Phổi Hà Nam,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.5364736,105.9286833"
Bệnh viện Phổi Hà Tĩnh,public,,,,,,"https://www.google.com/maps/search/?api=1&query=18.366951,105.8998404"
Bệnh viện Phổi Hải Dương,public,,,1 Đường Thanh Bình,,,"https://www.google.com/maps/search/?api=1&query=20.9350963,106.302858"
Bệnh viện Phổi Hải Phòng,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.7907544,106.6168061"
Bệnh viện Phổi Kiên Giang,public,,,,,,"https://www.google.com/maps/search/?api=1&query=9.9254158,105.1441008"
Bệnh viện Phổi Lạng Sơn,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.8435942,106.7349865"
Bệnh viện Phổi Long An,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.518564,106.412216"
Bệnh viện Phổi Nam Định,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.4510657,106.1787905"
Bệnh viện Phổi Nghệ An,public,,,,,,"https://www.google.com/maps/search/?api=1&query=18.7487714,105.6431975"
Bệnh viện Phổi Phạm Hữu Chí,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.4829757,107.2418046"
Bệnh viện Phổi Quảng Ninh,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.9791078,107.0899468"
Bệnh viện Phổi Thái Bình,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.4263267,106.3332971"
Bệnh viện Phổi Thái Nguyên,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.5681806,105.8234295"
Bệnh viện Phổi Thanh Hoá,public,,,,,,"https://www.google.com/maps/search/?api=1&query=19.7523664,105.7586871"
Bệnh viện Phổi Thừa Thiên Huế,public,,,,,,"https://www.google.com/maps/search/?api=1&query=16.4916864,107.5692378"
Bệnh viện Phổi tỉnh Đắk Lắk,public,,,136 Nguyễn Thị Định,,,"https://www.google.com/maps/search/?api=1&query=12.6788979,108.0053661"
Bệnh viện Phổi tỉnh Điện Biên,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.3838729,103.0366189"
Bệnh viện Phổi tỉnh Đồng Nai,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.8754047,106.9189913"
Bệnh viện Phổi tỉnh Hậu Giang,public,,,,,,"https://www.google.com/maps/search/?api=1&query=9.7690015,105.4495313"
Bệnh viện Phổi tỉnh Lai Châu,public,,,,,,"https://www.google.com/maps/search/?api=1&query=22.3796184,103.4808958"
Bệnh viện Phổi tỉnh Ninh Bình,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.251154,105.9611132"
Bệnh viện Phổi tỉnh Phú Thọ,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.4012148,105.1935554"
Bệnh viện Phổi tỉnh Quảng Trị,public,,,,,,"https://www.google.com/maps/search/?api=1&query=16.7910441,107.0901427"
Bệnh viện Phổi tỉnh Sơn La,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.2140749,104.1086831"
Bệnh viện Phổi tỉnh Tuyên Quang,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.7798658,105.2032144"
Bệnh viện Phổi tỉnh Yên Bái,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.6839131,104.9043802"
Bệnh viện Phổi Vĩnh Long,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.2306371,105.9990337"
Bệnh viện Phụ sản - Nhi Đà Nẵng,public,,,Lê Văn Hiến,,,"https://www.google.com/maps/search/?api=1&query=16.0226987,108.2493906"
Bệnh viện Phụ sản An Đức,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.4362813,106.3515046"
Bệnh viện Phụ sản Âu Cơ,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.9629587,106.8867862"
Bệnh viện Phụ sản Hà Nội (cơ sở 2),public,,,38 Phố Cảm Hội,,,"https://www.google.com/maps/search/?api=1&query=21.0110832,105.8602894"
Bệnh viện Phụ sản Hải Dương,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.936305,106.3075236"
Bênh viện Phụ sản Hải Phòng,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.8596078,106.6830217"
Bệnh viện Phụ sản Hải Phòng (cơ sở 2),public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.8684843,106.6426992"
Bệnh viện Phụ sản Mekong,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.7998479,106.6675233"
Bệnh viện Phụ sản Nam Định,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.4254585,106.1695285"
Bệnh viện phụ sản quốc tế Phương Châu,private,,,,,,"https://www.google.com/maps/search/?api=1&query=10.0303545,105.7513901"
Bệnh viện Phụ sản Thanh Hoá,public,,,,,,"https://www.google.com/maps/search/?api=1&query=19.7738314,105.7698995"
Bệnh viện Phụ sản thành phố Cần Thơ,public,,,106 Cách Mạng Tháng 8,,,"https://www.google.com/maps/search/?api=1&query=10.050819,105.7767315"
Bệnh viện phụ sản Vuông Tròn,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.3785311,105.4348273"
Bệnh viện phục hồi chức năng,public,,,35 Phố Lê Văn Thiêm,,,"https://www.google.com/maps/search/?api=1&query=20.9994521,105.8048434"
Bệnh viện Phục hồi chức năng Đồng Tháp,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.4674715,105.6365734"
Bệnh viện Phục hồi chức năng Hà Giang,public,,,,,,"https://www.google.com/maps/search/?api=1&query=22.6249928,104.9401786"
Bệnh viện Phục hồi chức năng Hà Tĩnh,public,,,,,,"https://www.google.com/maps/search/?api=1&query=18.3508558,105.9006582"
Bệnh viện Phục hồi chức năng Hải Dương,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.938139,106.3402724"
Bệnh viện Phục hồi chức năng Huế,public,,,93 Đặng Huy Trứ,,,"https://www.google.com/maps/search/?api=1&query=16.4454213,107.586548"
Bệnh viện Phục hồi chức năng Hưng Yên,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.445147,106.3519381"
Bệnh viện Phục hồi chức năng Hương Sen,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.8248938,105.2035646"
Bệnh viện Phục hồi chức năng Nam Định,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.0334878,106.2254564"
Bệnh viện Phục hồi chức năng Nghệ An,public,,,,,,"https://www.google.com/maps/search/?api=1&query=18.806787,105.7233763"
Bệnh viện Phục hồi chức năng Ninh Bình,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.1644541,105.9292251"
Bệnh viện Phục hồi chức năng Thái Nguyên,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.5957011,105.8503951"
Bệnh viện Phục hồi chức năng thành phố Đà Nẵng,public,,,,,,"https://www.google.com/maps/search/?api=1&query=16.0053318,108.2095449"
Bệnh viện Phục hồi chức năng tỉnh Đắk Lắk,public,,,,,,"https://www.google.com/maps/search/?api=1&query=13.1719582,109.2930044"
Bệnh viện Phục hồi chức năng tỉnh Lạng Sơn,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.8571255,106.752348"
Bệnh viện Phục hồi chức năng tỉnh Lào Cai,public,,,,,,"https://www.google.com/maps/search/?api=1&query=22.4705659,103.9875457"
Bệnh viện Phục hồi chức năng tỉnh Lâm Đồng,public,,,35 Hùng Vương,,,"https://www.google.com/maps/search/?api=1&query=11.9460869,108.4640367"
Bệnh viện Phục hồi chức năng tỉnh Sơn La,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.3557738,103.9092031"
Bệnh viện Phục hồi chức năng tỉnh Thanh Hoá,public,,,36 Tống Duy Tân,,,"https://www.google.com/maps/search/?api=1&query=19.7419512,105.9022782"
Bệnh viện Phục hồi chức năng tỉnh Thừa Thiên Huế (cơ sở 2),public,,,30 Tô Hiến Thành,,,"https://www.google.com/maps/search/?api=1&query=16.4782668,107.5880794"
Bệnh viện Phục hồi chức năng Vĩnh Phúc,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.2879107,105.5916586"
Bệnh viện Phước An,private,,,,,,"https://www.google.com/maps/search/?api=1&query=10.7532099,106.7000398"
Bệnh viện Quận 1 (cơ sở 2),public,,,235-237 Trần Hưng Ðạo,,,"https://www.google.com/maps/search/?api=1&query=10.7651115,106.6932273"
Bệnh viện Quân Dân Y,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.5080898,107.1941958"
Bệnh viện Quân dân y 16,public,,,,,,"https://www.google.com/maps/search/?api=1&query=11.523893,106.9225756"
Bệnh viện Quân dân y Bạc Liêu,public,,,,,,"https://www.google.com/maps/search/?api=1&query=9.2963873,105.6978656"
Bệnh viện Quân dân y Cà Mau,public,,,,,,"https://www.google.com/maps/search/?api=1&query=9.1778519,105.1603558"
Bệnh viện Quân dân y Đồng Tháp,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.4670558,105.6357284"
Bệnh viện Quân Dân y Miền Đông,public,,,50 Đường Lê Văn Việt,,,"https://www.google.com/maps/search/?api=1&query=10.8448592,106.7777477"
Bệnh viện Quân dân y thành phố Cần Thơ,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.085633,105.434759"
Bệnh viện Quân dân y tỉnh Sóc Trăng,public,,,,,,"https://www.google.com/maps/search/?api=1&query=9.5912066,105.9653945"
Bệnh viện Quân dân y tỉnh Trà Vinh,public,,,,,,"https://www.google.com/maps/search/?api=1&query=9.9286503,106.3328979"
Bênh viện Quân Y,public,,,,,,"https://www.google.com/maps/search/?api=1&query=13.0969173,109.3148522"
Bệnh viện Quân y 105,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.1154934,105.4973292"
bệnh viện quân y 108,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.6739919,105.3161392"
Bệnh viện Quân y 109,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.3002973,105.5789398"
Bệnh viện Quân y 13,public,,,,,,"https://www.google.com/maps/search/?api=1&query=13.7505205,109.2138587"
Bệnh viện Quân y 15,public,,,,,,"https://www.google.com/maps/search/?api=1&query=14.038424,107.9768342"
Bệnh viện Quân y 211,public,,,,,,"https://www.google.com/maps/search/?api=1&query=14.0126257,107.9955207"
Bệnh viên Quân y 4,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.8895125,106.741575"
Bệnh viện Quân y 5,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.2512317,105.9689796"
Bệnh viện Quân y 6,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.2962676,103.9534494"
Bệnh viện Quân y 7,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.9423319,106.3258008"
Bệnh viện Quân y 7A,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.7557703,106.6707327"
Bệnh viện Quân y 87,public,,,,,,"https://www.google.com/maps/search/?api=1&query=12.2307449,109.1948779"
Bệnh viện Quân y 91,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.4121815,105.8601562"
Bệnh viện Quân y C17,public,,,,,,"https://www.google.com/maps/search/?api=1&query=16.0542165,108.2073008"
Bệnh viện Quốc tế Hạnh Phúc,private,,,,+84 650 3636068,https://www.hanhphuchospital.com/,"https://www.google.com/maps/search/?api=1&query=10.8678097,106.7142927"
Bệnh viện Quốc tế Hoàn Mỹ Đồng Nai,private,,,,,,"https://www.google.com/maps/search/?api=1&query=10.9581894,106.8472751"
Bệnh Viện Quốc Tế Minh Anh,private,,,,,,"https://www.google.com/maps/search/?api=1&query=10.747644,106.6143869"
Bệnh viện Quốc tế Thành Đô,private,,,,,,"https://www.google.com/maps/search/?api=1&query=10.741251,106.6092346"
bệnh viện quốc tế VINMEC,private,,,30 Tháng 4,,,"https://www.google.com/maps/search/?api=1&query=16.0387848,108.2112894"
Bệnh viện Răng Hàm Mặt Huế,public,,,83 Nguyễn Huệ,,,"https://www.google.com/maps/search/?api=1&query=16.4589498,107.5939899"
Bệnh Viện Răng Hàm Mặt Nghệ An,public,,,,,,"https://www.google.com/maps/search/?api=1&query=18.7102728,105.6769964"
Bệnh viện Răng Hàm Mặt Thành phố Hồ Chí Minh,public,,,263 - 265 Đường Trần Hưng Ðạo,02838360191,,"https://www.google.com/maps/search/?api=1&query=10.763482,106.691909"
Bệnh Viện Sài Gòn ITO,private,,,,,,"https://www.google.com/maps/search/?api=1&query=10.7950017,106.6672345"
Bệnh viện Sản - Nhi An Giang,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.3869457,105.4386071"
Bệnh viện Sản - Nhi Cà Mau,public,,,85 Lý Thường Kiệt,,,"https://www.google.com/maps/search/?api=1&query=9.1745878,105.155094"
Bệnh viện Sản - Nhi Kiên Giang,public,,,,,,"https://www.google.com/maps/search/?api=1&query=9.9731787,105.0982706"
Bệnh viện Sản - Nhi tỉnh Đắk Lắk,public,,,,,,"https://www.google.com/maps/search/?api=1&query=13.090568,109.3185582"
Bệnh viện Sản - Nhi tỉnh Lâm Đồng,public,,,57 Thánh Mẫu,,,"https://www.google.com/maps/search/?api=1&query=11.9730232,108.4344153"
Bệnh viện Sản - Nhi tỉnh Ninh Bình,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.2418587,105.9649467"
Bệnh viện Sản - Nhi tỉnh Quảng Ngãi,public,,,,,,"https://www.google.com/maps/search/?api=1&query=15.1201368,108.789826"
Bệnh viện Sản - Nhi tỉnh Yên Bái,public,,,721 Đường Yên Ninh,,,"https://www.google.com/maps/search/?api=1&query=21.7271262,104.8932764"
Bệnh viện Sản Nhi Nghệ An,public,,,,,,"https://www.google.com/maps/search/?api=1&query=18.6817991,105.7023591"
Bệnh viện Sản Nhi Quảng Ninh,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.9651615,106.9365849"
Bệnh viện Sản Nhi tỉnh Hậu Giang,public,,,,,,"https://www.google.com/maps/search/?api=1&query=9.7893381,105.4457822"
Bệnh viện Sản Nhi tỉnh Lào Cai,public,,,1 Đường Võ Nguyên Giáp,,,"https://www.google.com/maps/search/?api=1&query=22.4401635,104.0312103"
Bệnh viện Sản Nhi tỉnh Phú Thọ,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.3360123,105.3853515"
Bệnh viện Sản nhi TWG Long An,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.519945,106.4202166"
Bệnh viện Sản Nhi Vĩnh Phúc,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.2829889,105.5427175"
Bệnh viện Sông Hồng,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.9832401,105.9231751"
Bệnh viện Suối khoáng Mỹ Lâm,unclassified,,,,,,"https://www.google.com/maps/search/?api=1&query=21.7685878,105.1266002"
Bệnh viện Sức khỏe Tâm thần Bà Rịa - Vũng Tàu,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.5854118,107.2356645"
Bệnh viện Sức khoẻ tâm thần Quảng Ninh,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.9872501,107.2033032"
Bệnh viện Sức khỏe tâm thần Thái Bình,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.4331896,106.347822"
Bệnh viện Tai Mũi Họng Thành phố Hồ Chí Minh,public,,,153-155-157 Đường Trần Quốc Thảo,,,"https://www.google.com/maps/search/?api=1&query=10.7843261,106.683944"
Bệnh viện Tai-Mũi-Họng Thành phố Cần Thơ,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.0348915,105.7756919"
Bệnh viện Tâm Thần Bà Rịa,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.6092916,107.0824568"
Bệnh viện Tâm thần ban ngày Mai Hương,public,,,Phố Hồng Mai,,,"https://www.google.com/maps/search/?api=1&query=20.9987722,105.8512988"
Bệnh viện Tâm thần Đồng Tháp,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.4671098,105.7088686"
Bệnh viện Tâm thần Hà Nam,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.5160002,105.9538931"
Bệnh viện Tâm thần Hà Tĩnh,public,,,,,,"https://www.google.com/maps/search/?api=1&query=18.3679349,105.9010212"
Bệnh viện Tâm thần Hải Dương,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.8891817,106.2968593"
Bệnh viện Tâm thần Hải Phòng,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.8501459,106.7011021"
Bệnh viện Tâm thần Hải Phòng (khu 2),public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.8505849,106.7003635"
Bệnh viện Tâm thần Huế,public,,,39 Phạm Thị Liên,,,"https://www.google.com/maps/search/?api=1&query=16.4639981,107.5602448"
Bệnh viện Tâm thần Kiên Giang,public,,,,,,"https://www.google.com/maps/search/?api=1&query=9.9264894,105.1450111"
Bệnh viện Tâm thần Nam Định (khu B),public,,,68 Đường Đệ Tứ,,,"https://www.google.com/maps/search/?api=1&query=20.4541409,106.1825722"
Bệnh viện Tâm thần Quảng Nam,public,,,,,,"https://www.google.com/maps/search/?api=1&query=15.5992043,108.4800799"
Bệnh viện Tâm thần Quy Nhơn,public,,,,,,"https://www.google.com/maps/search/?api=1&query=13.7972991,109.1688284"
Bệnh viện Tâm thần Tây Ninh,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.5342264,106.4271642"
Bệnh viện Tâm thần Thái Nguyên,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.5624841,105.8153644"
Bệnh viện Tâm thần Thanh Hoá,public,,,,,,"https://www.google.com/maps/search/?api=1&query=19.7716755,105.7685917"
Bệnh viện Tâm thần Thành phố Cần Thơ,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.1024149,105.6699702"
Bệnh viện Tâm thần thành phố Đà Nẵng,public,,,193 Nguyễn Lương Bằng,,,"https://www.google.com/maps/search/?api=1&query=16.0795422,108.1459188"
Bệnh viện Tâm thần Tiền Giang,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.4013008,106.2314867"
Bệnh viện Tâm thần Tỉnh Bà Rịa-Vũng Tàu,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.6235086,107.2379831"
Bệnh viện Tâm thần tỉnh Đắk Lắk,public,,,134 Nguyễn Thị Định,,,"https://www.google.com/maps/search/?api=1&query=12.6795757,108.0053949"
Bệnh viện Tâm thần tỉnh Điện Biên,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.3837456,103.03623"
Bệnh viện Tâm thần tỉnh Ninh Bình,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.2501073,105.9613064"
Bệnh viện Tâm thần tỉnh Phú Thọ,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.3968582,105.2170251"
Bệnh viện Tâm thần tỉnh Quảng Ngãi,public,,,,,,"https://www.google.com/maps/search/?api=1&query=15.1063161,108.7904633"
Bệnh viện Tâm thần tỉnh Sơn La,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.3096758,103.9124289"
Bệnh viện Tâm thần tỉnh Yên Bái,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.7283246,104.8927038"
Bệnh Viện Tâm Thần tp. Cần thơ,public,,,3 Tháng 2,,,"https://www.google.com/maps/search/?api=1&query=10.0130976,105.7570655"
Bệnh viện Tâm thần Trung ương 1,public,,,,,,"https://www.google.com/maps/search/?api=1&query=20.8711493,105.8438433"
Bệnh viện Tâm thần Vĩnh Long,public,,,,,,"https://www.google.com/maps/search/?api=1&query=10.2303468,105.9984181"
Bệnh viện Tâm thần Vĩnh Phúc,public,,,,,,"https://www.google.com/maps/search/?api=1&query=21.3397264,105.5922555"
Bệnh viện Tân Trụ,unclassified,,,,,,"https://www.google.com/maps/search/?api=1&query=10.5199682,106.516807"
